attendance_id,enrollment_id,session_date,status
A009797,E0139,2025-01-21,Present
A013811,E0212,2026-06-10,Present
A008062,E0114,2024-11-14,Present
A012094,E0188,2026-05-21,Present
A008639,E0122,03/20/2025,Present
A000767,E0011,2024-05-30,Excused
A003783,E0051,2024-03-05,Tardy
A008179,E0115,2025-05-13,Present
A001145,E0016,2024-06-11,Present
A012544,E0195,2026-01-29,Tardy
A002511,E0035,01/09/2024,Present
A007750,E0109,2025-01-02,Excused
A002274,E0032,2023-11-14,Present
A002861,E0040,2023-12-05,Present
A001222,E0018,2023-09-12,Present
A011088,E0174,2025-09-11,Present
A004865,E0066,2024-03-19,Present
A014900,E0225,2026-06-01,tardy
A009738,E0138,03/11/2025,Present
A008297,E0117,2025-01-28,A
A007018,E0098,02/04/2025,Absent
A015050,E0227,2026-05-06,Present
A004925,E0067,2024-06-04,Tardy
A004533,E0060,2024-03-07,Present
A011357,E0177,2026-04-07,Tardy
A001673,E0024,2023-09-14,Present
A012451,E0194,2025-10-28,Tardy
A015005,E0226,2026-06-30,Present
A014269,E0217,2026-07-13,Absent
A004056,E0055,2024-02-06,Present
A011018,E0173,09/18/2025,Present
A001809,E0025,2024-05-02,Present
A002276,E0032,11/21/2023,Present
A003762,E0051,2024-01-29,Present
A009098,E0129,2024-10-22,P
A012627,E0196,03/10/2026,Present
A010123,E0143,2025-05-27,Present
A007304,E0102,2025-02-27,Present
A002046,E0028,2024-06-13,
A010564,E0162,2025-07-10,Tardy
A015063,E0227,2026-05-28,Present
A005114,E0072,2024-05-14,Present
A001296,E0018,2024-06-13,Present
A008732,E0123,2025-06-05,Present
A004688,E0061,2024-06-18,Absent
A003953,E0053,2024-01-11,Present
A006891,E0097,2024-11-18,Present
A004318,E0057,2024-05-29,Present
A010303,E0146,2025-01-02,Present
A000445,E0007,2023-10-10,Present
A005520,E0082,2024-10-24,Present
A000859,E0013,2023-10-24,Present
A009153,E0129,2025-05-27,Present
A004440,E0059,2024-03-20,Present
A005322,E0078,2024-02-08,Present
A000842,E0012,2024-05-30,Present
A010069,E0143,10/24/2024,PRESENT
A007325,E0102,2025-05-20,Present
A014240,E0217,2026-05-21,Present
A011839,E0185,2025-12-16,Present
A000995,E0014,2024-06-11,Present
A007581,E0107,2024-09-26,Present
A013643,E0210,06/24/2026,Present
A001555,E0022,01/18/2024,Present
A010314,E0146,2025-02-11,Present
A001974,E0028,2023-09-19,Present
A001952,E0027,2027-04-07,Present
A014495,E0220,05/06/2026,Tardy
A009734,E0138,2025-02-25,P
A007802,E0110,2025-02-06,Present
A009125,E0129,2025-02-11,Present
A002514,E0035,2024-01-18,Present
A005560,E0082,2025-01-22,Present
A011435,E0178,2026-05-05,Present
A006302,E0091,09/24/2024,present
A002836,E0039,2024-06-06,Present
A004701,E0062,01/11/2024,Present
A002446,E0034,2024-02-13,Present
A002234,E0031,2024-02-01,Absent
A003051,E0042,2024-05-02,Present
A012107,E0189,2025-09-30,Present
A000401,E0006,2023-12-14,Present
A007786,E0110,2024-12-03,P
A007972,E0113,09/17/2024,Present
A005199,E0074,2024-06-06,
A008109,E0114,2025-05-22,Present
A010109,E0143,2025-04-01,Present
A001024,E0015,2023-12-21,Present
A003299,E0045,2024-06-10,Present
A006825,E0096,2025-01-22,Present
A009297,E0132,2025-02-27,Present
A015009,E0226,2026-07-07,Present
A010630,E0166,2025-11-06,Present
A008277,E0117,2024-10-31,Present
A005895,E0086,2024-10-30,Present
A004242,E0057,2024-01-11,Present
A005425,E0080,2024-05-09,Present
A008817,E0125,2024-10-10,Present
A008138,E0115,2024-12-03,Present
A009196,E0130,02/04/2025,Present
A004310,E0057,2024-05-15,Present
A004081,E0055,2024-03-20,Absent
A000804,E0012,2024-01-16,Present
A001551,E0022,2024-01-04,Present
A001010,E0015,2023-10-26,Present
A009480,E0135,2024-10-08,Present
A013741,E0211,2026-07-13,Present
A002738,E0038,2024-01-16,P
A012165,E0189,2026-05-19,Present
A005096,E0072,2024-03-07,Tardy
A000649,E0009,2024-05-02,Present
A009030,E0128,11/07/2024,Present
A002863,E0040,12/12/2023,Present
A004976,E0069,2024-02-27,present
A009337,E0133,2024-10-17,Present
A006400,E0092,2024-10-02,Present
A009153,E0129,2025-05-27,Present
A008197,E0116,2024-10-08,Excused
A000551,E0008,2024-02-08,Present
A011514,E0179,2026-05-28,Present
A005618,E0083,2024-11-04,Tardy
A008150,E0115,2025-01-23,Present
A009089,E0129,2024-09-19,Present
A000212,E0003,2024-04-30,Present
A012849,E0199,2026-03-31,Absent
A010679,E0166,2026-05-26,Present
A006344,E0091,2024-12-12,Present
A001782,E0025,2024-01-25,Present
A011220,E0175,2026-05-07,Present
A003544,E0048,06/25/2024,Present
A012434,E0193,2026-06-04,Present
A001439,E0020,05/21/2024,Present
A002516,E0035,01/25/2024,Present
A002869,E0040,2024-01-09,Tardy
A002435,E0034,01/04/2024,Tardy
A005046,E0070,2024-06-18,Present
A004793,E0064,2024-04-09,Present
A011231,E0176,2025-09-09,Present
A011918,E0186,2026-01-22,P
A012025,E0187,2026-06-02,Excused
A006631,E0094,01/08/2025,Present
A006476,E0093,2024-09-03,Present
A001315,E0019,2023-11-14,Present
A009560,E0136,10/31/2024,Excused
A011153,E0174,2026-05-26,Present
A012754,E0198,2026-01-08,present
A003980,E0054,2024-01-17,Present
A000013,E0001,2023-10-24,Present
A013078,E0202,2026-05-21,present
A000819,E0012,2024-03-07,Present
A002785,E0039,2023-11-30,Present
A013763,E0211,08/19/2026,Tardy
A013309,E0206,2025-10-07,Present
A000454,E0007,11/09/2023,Present
A001050,E0015,2024-03-28,Present
A014895,E0225,05/21/2026,Present
A001657,E0023,2024-04-25,Present
A003458,E0048,2024-01-22,Present
A013069,E0202,2026-04-21,Present
A013436,E0207,05/14/2026,Present
A012056,E0188,2025-12-18,Present
A013342,E0206,2026-02-19,Present
A005140,E0073,2024-03-26,Present
A002909,E0040,2024-05-30,Present
A011361,E0177,2026-04-28,Present
A000941,E0014,2023-11-16,Present
A012691,E0197,2026-02-10,Present
A008684,E0123,2024-12-03,Present
A011822,E0185,2025-10-09,Present
A008020,E0113,2025-03-20,PRESENT
A012256,E0191,2025-10-16,Tardy
A009813,E0139,2025-03-18,Present
A004635,E0061,2024-03-12,Absent
A011703,E0183,2026-01-27,Present
A013489,E0208,2026-03-03,Present
A006956,E0098,2024-09-30,Present
A001401,E0020,2024-01-04,Present
A009951,E0141,2025-02-18,Present
A000031,E0001,2024-01-09,Present
A006364,E0091,2025-01-29,Present
A006259,E0090,2025-01-08,Tardy
A013658,E0210,2026-07-21,Present
A003678,E0050,2024-02-26,Present
A011932,E0186,2026-03-12,Present
A000673,E0010,2023-10-19,Present
A012422,E0193,2026-04-23,Present
A007727,E0109,2024-09-26,Excused
A012206,E0190,2026-01-22,Present
A014636,E0221,2026-08-06,Present
A005467,E0081,2024-05-21,Present
A012267,E0191,2025-12-02,Present
A015144,E0228,2026-05-18,Present
A009157,E0129,2025-06-10,Present
A001109,E0016,2024-02-01,Present
A013891,E0213,2026-05-27,Present
A013931,E0213,2026-08-05,Present
A003230,E0045,2024-02-05,Present
A008874,E0126,10/03/2024,Present
A012566,E0195,2026-04-23,Present
A008373,E0118,02/06/2025,Abs
A003320,E0046,2024-01-17,Present
A010284,E0146,10/10/2024,Present
A005836,E0085,01/16/2025,Present
A012396,E0193,01/15/2026,Tardy
A009459,E0134,05/01/2025,Present
A008328,E0117,2025-05-22,PRESENT
A010505,E0159,2025-06-16,Present
A002554,E0035,2024-06-11,P
A004776,E0064,02/08/2024,Present
A014220,E0216,09/17/2026,Present
A002687,E0037,2024-04-09,Present
A010339,E0146,2025-05-15,Present
A011467,E0179,2025-11-18,Present
A001564,E0022,2024-02-20,Present
A012884,E0200,2025-10-30,P
A000556,E0008,2024-02-27,Present
A003072,E0043,2023-10-10,tardy
A013232,E0205,2025-09-18,Present
A013329,E0206,2026-01-06,Present
A004475,E0059,2024-05-27,Tardy
A007751,E0109,2025-01-07,Present
A012680,E0197,2025-12-18,Present
A011438,E0178,2026-05-14,P
A004857,E0066,2024-02-20,Present
A005269,E0076,2024-05-09,Present
A002854,E0040,2023-11-02,Present
A006910,E0097,2025-01-08,Present
A008028,E0113,2025-04-24,Present
A012829,E0199,2026-01-20,Present
A010116,E0143,05/01/2025,Present
A008482,E0120,2024-09-12,Present
A004602,E0061,2024-01-15,Tardy
A013355,E0206,2026-04-07,Present
A007203,E0101,2024-11-05,Present
A014185,E0216,2026-07-20,Present
A002214,E0031,2023-11-09,P
A004930,E0067,2024-06-20,tardy
A013372,E0206,2026-06-11,Present
A011248,E0176,11/06/2025,PRESENT
A013652,E0210,2026-07-09,
A007016,E0098,2025-01-30,Tardy
A002112,E0029,05/14/2024,PRESENT
A013948,E0213,2026-09-03,P
A011367,E0177,2026-05-19,Present
A013555,E0209,2026-06-24,Present
A013954,E0213,2026-09-15,Present
A008193,E0116,09/24/2024,Present
A015109,E0227,2026-08-18,Present
A007518,E0105,2025-02-11,Present
A004447,E0059,2024-04-02,P
A013909,E0213,2026-06-29,Present
A011512,E0179,2026-05-21,Present
A008031,E0113,2025-05-06,Present
A009165,E0130,2024-10-01,Present
A005027,E0070,2024-04-09,Present
A000029,E0001,2024-01-02,Tardy
A014559,E0220,2026-08-26,PRESENT
A012326,E0192,2026-01-22,Present
A010466,E0156,2025-02-04,Present
A010281,E0146,10/01/2024,PRESENT
A000356,E0005,04/04/2024,Excused
A001430,E0020,2024-04-18,Present
A011343,E0177,2026-02-17,Present
A010842,E0169,02/19/2026,Present
A011090,E0174,2025-09-18,Present
A012574,E0195,2026-05-21,Present
A013085,E0203,2025-09-09,PRESENT
A000333,E0005,2024-01-16,Present
A005644,E0083,2025-01-07,Present
A009210,E0130,2025-03-25,Present
A007841,E0111,09/24/2024,Present
A013750,E0211,2026-07-28,
A004225,E0056,2024-06-11,Present
A000965,E0014,2024-02-22,P
A012450,E0194,2025-10-23,Present
A000121,E0002,2024-02-29,Present
A004931,E0068,2024-02-06,Present
A014729,E0222,2026-08-17,Present
A005580,E0083,2024-08-28,Present
A013253,E0205,2025-12-09,Present
A008145,E0115,2025-01-07,Present
A004711,E0062,2024-01-30,present
A003282,E0045,2024-05-09,Present
A002371,E0033,2024-02-13,Present
A005523,E0082,2024-10-30,Tardy
A002545,E0035,2024-05-09,Present
A013799,E0212,2026-05-20,present
A014006,E0214,2026-07-14,Present
A002886,E0040,03/07/2024,Absent
A010296,E0146,2024-11-21,Present
A002179,E0030,2024-04-11,Tardy
A011185,E0175,2025-12-16,Present
A004899,E0067,2024-02-29,P
A005154,E0073,2024-05-16,PRESENT
A001210,E0017,2024-05-07,Present
A005171,E0074,02/27/2024,Present
A008293,E0117,2025-01-14,Present
A009845,E0140,2024-10-08,Present
A007966,E0112,04/10/2025,Present
A003124,E0043,2024-04-25,Present
A013581,E0209,2026-08-10,Present
A001545,E0022,2023-12-07,Present
A010733,E0168,09/23/2025,Present
A014628,E0221,2026-07-23,T
A011000,E0172,2025-10-23,Present
A007230,E0101,2025-02-25,Present
A011732,E0183,2026-05-14,Tardy
A010138,E0144,2024-10-10,Present
A013665,E0210,2026-08-03,present
A014012,E0214,2026-07-23,Absent
A000946,E0014,2023-12-12,Present
A010969,E0171,2026-04-07,Present
A004551,E0060,2024-04-09,Present
A013733,E0211,2026-06-29,Present
A012519,E0195,2025-10-14,Present
A008242,E0116,2025-04-01,Tardy
A008540,E0120,04/29/2025,P
A009286,E0132,2025-01-21,Present
A014640,E0221,2026-08-13,Present
A001676,E0024,2023-09-26,Present
A009661,E0137,2025-02-25,Present
A001562,E0022,2024-02-13,Present
A011880,E0185,2026-05-28,Present
A014824,E0223,2026-08-27,Present
A008006,E0113,2025-01-30,Present
A006214,E0090,2024-10-02,Present
A008201,E0116,2024-10-22,A
A006045,E0088,2024-08-28,Present
A004542,E0060,03/25/2024,Present
A001783,E0025,2024-01-30,Present
A007524,E0105,2025-03-04,Present
A013786,E0212,2026-04-28,Present
A001096,E0016,2023-12-12,Present
A007221,E0101,2025-01-23,Present
A010927,E0171,2025-10-21,Present
A008015,E0113,03/04/2025,Present
A003288,E0045,2024-05-21,present
A012704,E0197,2026-03-26,Present
A000678,E0010,2023-11-07,Present
A006194,E0090,2024-08-28,Present
A002606,E0036,2024-03-19,Present
A011388,E0178,2025-10-23,Present
A001393,E0020,2023-11-30,Present
A007321,E0102,2025-05-06,Present
A013301,E0206,2025-09-09,Present
A000753,E0011,2024-04-09,present
A001712,E0024,2024-02-13,Present
A003738,E0050,2024-06-13,Present
A015038,E0226,2026-08-26,Tardy
A015035,E0226,08/20/2026,Absent
A013129,E0203,2026-03-03,Present
A003216,E0045,2024-01-10,present
A000798,E0012,12/19/2023,Present
A008424,E0119,2024-11-05,PRESENT
A001778,E0025,2024-01-11,Present
A004114,E0055,2024-05-22,Present
A001771,E0025,2023-12-12,Present
A013999,E0214,2026-07-01,P
A011743,E0184,09/16/2025,Tardy
A013101,E0203,2025-11-04,present
A008518,E0120,2025-02-04,
A006413,E0092,2024-10-24,Present
A003023,E0042,2024-01-23,Excused
A014247,E0217,2026-06-03,Present
A004229,E0056,2024-06-18,Present
A014146,E0216,2026-05-12,Present
A003013,E0042,2023-12-12,Present
A015209,E0228,2026-09-08,Present
A009933,E0141,2024-12-05,Present
A005765,E0085,2024-08-27,Present
A012567,E0195,2026-04-28,Present
A004620,E0061,2024-02-14,Present
A011274,E0176,2026-02-26,Present
A011104,E0174,11/06/2025,Present
A007192,E0101,2024-09-26,T
A010185,E0144,2025-04-10,Tardy
A000528,E0008,2023-11-07,Present
A000367,E0005,2024-05-16,Present
A006099,E0089,08/26/2024,present
A014117,E0215,2026-08-24,Present
A004265,E0057,02/21/2024,Present
A004263,E0057,2024-02-19,Present
A008479,E0119,06/10/2025,Present
A006826,E0096,2025-01-23,Present
A001920,E0027,2023-12-07,Present
A000702,E0011,2023-09-28,Present
A006171,E0089,2025-01-16,Present
A006881,E0097,2024-10-30,Present
A009643,E0137,2024-12-12,
A005019,E0070,03/12/2024,present
A007014,E0098,2025-01-28,Absent
A004424,E0059,02/21/2024,Tardy
A012149,E0189,2026-03-17,Present
A004869,E0066,2024-04-02,P
A001299,E0019,2023-09-19,Present
A013949,E0213,2026-09-07,Present
A001353,E0019,2024-04-09,Present
A002927,E0041,10/26/2023,Present
A013661,E0210,2026-07-27,PRESENT
A014829,E0223,2026-09-07,Present
A001288,E0018,2024-05-16,Present
A006934,E0098,2024-08-21,Excused
A011574,E0180,2026-04-09,Present
A012578,E0195,2026-06-04,Present
A004351,E0058,01/29/2024,Tardy
A008894,E0126,2024-12-19,Absent
A003698,E0050,04/01/2024,Excused
A002014,E0028,2024-02-20,Present
A010280,E0146,2024-09-26,Present
A004374,E0058,2024-03-07,Present
A009256,E0132,2024-09-19,Present
A005678,E0084,2024-09-05,Present
A013349,E0206,2026-03-17,Present
A008700,E0123,02/06/2025,Present
A002148,E0030,2023-12-19,Present
A008632,E0122,02/25/2025,Present
A002706,E0038,09/12/2023,present
A005474,E0081,2024-06-13,Present
A013092,E0203,2025-10-02,Present
A002571,E0036,2023-11-02,Present
A010360,E0147,2025-02-24,Present
A008427,E0119,2024-11-14,Absent
A009907,E0140,2025-06-05,Present
A013815,E0212,2026-06-17,absent
A007613,E0107,2025-02-04,Present
A008171,E0115,04/08/2025,Present
A011226,E0175,2026-05-28,Tardy
A000811,E0012,2024-02-08,Present
A007771,E0110,2024-10-03,PRESENT
A005685,E0084,2024-09-18,Present
A012786,E0198,2026-05-07,Present
A000313,E0005,10/24/2023,Excused
A002074,E0029,2023-12-21,Present
A012280,E0191,2026-01-31,Present
A011555,E0180,2026-02-03,Present
A011257,E0176,2025-12-16,Present
A000886,E0013,2024-02-08,Present
A001478,E0021,2024-01-11,Present
A001791,E0025,2024-02-27,Present
A003143,E0044,2023-09-26,Tardy
A011370,E0177,05/28/2026,Present
A002009,E0028,2024-02-01,Present
A003455,E0048,2024-01-16,Tardy
A000683,E0010,2023-11-30,Present
A003896,E0052,2024-03-27,Present
A008046,E0114,2024-09-19,Tardy
A010309,E0146,01/23/2025,Present
A009647,E0137,2025-01-07,Present
A000058,E0001,04/11/2024,present
A009427,E0134,2025-01-02,Present
A013881,E0213,2026-05-11,Present
A010671,E0166,2026-04-28,Absent
A002400,E0033,2024-05-28,Present
A012624,E0196,2026-02-26,Present
A014802,E0223,2026-07-21,Tardy
A004127,E0055,2024-06-13,P
A009119,E0129,2025-01-21,Absent
A009039,E0128,12/17/2024,Present
A009700,E0138,2024-10-10,Present
A001469,E0021,12/05/2023,Present
A005762,E0085,2024-08-21,Present
A001417,E0020,2024-02-29,P
A000471,E0007,2024-01-23,Present
A002359,E0033,01/02/2024,Present
A002723,E0038,2023-11-09,Present
A007408,E0104,2024-09-17,Tardy
A006887,E0097,2024-11-11,Tardy
A015129,E0228,2026-04-21,Present
A011634,E0181,2026-02-26,Absent
A013037,E0202,2025-12-09,Present
A009034,E0128,11/21/2024,PRESENT
A004526,E0060,2024-02-26,Present
A004611,E0061,2024-01-30,Present
A014048,E0215,04/23/2026,Present
A012385,E0193,2025-11-18,Present
A006042,E0088,2024-08-22,Absent
A011931,E0186,2026-03-14,Present
A003870,E0052,2024-02-12,Excused
A009070,E0128,2025-04-22,Present
A014747,E0222,2026-09-16,Excused
A013241,E0205,2025-10-21,Present
A006787,E0096,2024-10-29,Present
A008263,E0117,09/12/2024,Present
A011138,E0174,2026-03-26,Present
A010812,E0169,2025-10-16,Present
A012080,E0188,2026-03-26,Present
A004675,E0061,2024-05-27,present
A001056,E0015,2024-04-23,Present
A002282,E0032,2023-12-19,Present
A009382,E0133,2025-04-10,Present
A011410,E0178,2026-01-29,Excused
A015147,E0228,2026-05-21,Present
A007498,E0105,2024-11-14,Present
A001925,E0027,2024-01-02,Present
A006380,E0092,2024-08-28,Present
A004908,E0067,2024-04-02,Present
A010392,E0149,2025-02-24,Present
A013902,E0213,2026-06-16,Present
A001076,E0016,09/26/2023,Present
A001116,E0016,2024-02-27,P
A003937,E0052,2024-06-12,Tardy
A003534,E0048,2024-06-06,P
A009356,E0133,2025-01-09,present
A007919,E0112,2024-10-10,Present
A000461,E0007,2023-12-12,Present
A003033,E0042,2024-02-27,Present
A004208,E0056,2024-05-13,Present
A006714,E0095,2024-12-10,Present
A013710,E0211,2026-05-19,Present
A006399,E0092,10/01/2024,Tardy
A005842,E0085,01/28/2025,Present
A007890,E0111,2025-04-01,Tardy
A001453,E0021,2023-10-03,Present
A002150,E0030,2024-01-02,Present
A000320,E0005,2023-11-16,Present
A008087,E0114,2025-02-27,Present
A008619,E0122,2025-01-09,
A006770,E0096,2024-09-30,Present
A001923,E0027,2023-12-19,Present
A010656,E0166,2026-02-26,Present
A013667,E0210,2026-08-05,Present
A004399,E0059,01/09/2024,Tardy
A013058,E0202,2026-03-05,Present
A010425,E0153,2025-02-03,Present
A008963,E0127,12/05/2024,Present
A014516,E0220,06/11/2026,Present
A002130,E0030,2023-10-10,Present
A006404,E0092,2024-10-09,Present
A011053,E0173,2026-02-10,Present
A006479,E0093,2024-09-09,Present
A006301,E0091,2024-09-23,Present
A008881,E0126,10/29/2024,Present
A011184,E0175,2025-12-11,Present
A014024,E0214,08/13/2026,Present
A014041,E0214,2026-09-14,Present
A002510,E0035,2024-01-04,Present
A001053,E0015,2024-04-09,Tardy
A012999,E0201,04/28/2026,Present
A006153,E0089,2024-12-04,PRESENT
A001682,E0024,2023-10-17,Present
A014371,E0218,2026-08-05,Present
A004068,E0055,2024-02-27,
A005025,E0070,2024-04-02,PRESENT
A001457,E0021,2023-10-17,Tardy
A008426,E0119,11/12/2024,Excused
A000362,E0005,2024-04-30,Present
A008886,E0126,2024-11-14,Present
A014743,E0222,2026-09-09,Present
A009214,E0130,04/08/2025,Absent
A015167,E0228,2026-06-25,Present
A003146,E0044,10/05/2023,Present
A013802,E0212,2026-05-26,Present
A008765,E0124,2025-01-09,present
A000506,E0007,05/28/2024,Present
A010681,E0166,2026-06-02,Present
A007285,E0102,2024-12-12,Present
A013703,E0211,2026-05-06,Present
A012244,E0190,2026-06-11,Present
A009902,E0140,2025-05-20,
A012284,E0191,2026-02-12,Present
A000541,E0008,2024-01-04,Present
A004236,E0056,2024-07-01,Present
A005508,E0082,2024-10-03,Present
A013022,E0202,2025-10-09,Excused
A011203,E0175,2026-03-03,Present
A010101,E0143,2025-03-04,Present
A013889,E0213,05/25/2026,Present
A000755,E0011,2024-04-18,Present
A009052,E0128,02/11/2025,Present
A002004,E0028,2024-01-16,Present
A002543,E0035,2024-05-02,Present
A006074,E0088,2024-10-17,Present
A002919,E0041,09/28/2023,Present
A007820,E0110,2025-04-10,Present
A005219,E0075,03/28/2024,absent
A000238,E0004,2023-10-24,Present
A004272,E0057,2024-03-05,Present
A005876,E0086,2024-09-26,Present
A007400,E0103,2025-05-27,Excused
A000101,E0002,2023-12-14,Present
A010512,E0159,2025-06-26,Present
A011077,E0173,05/12/2026,Present
A009821,E0139,04/22/2025,PRESENT
A008835,E0125,2024-12-19,PRESENT
A005363,E0079,2024-02-15,Present
A004767,E0063,2024-05-28,Present
A008146,E0115,2025-01-09,Present
A004881,E0066,2024-05-16,Present
A009483,E0135,2024-10-17,PRESENT
A000602,E0009,2023-11-02,Present
A009786,E0139,12/03/2024,Present
A013723,E0211,06/10/2026,Present
A006183,E0089,02/06/2025,Tardy
A007380,E0103,03/11/2025,Tardy
A005958,E0087,2024-09-09,Present
A002432,E0034,2023-12-19,Tardy
A008744,E0124,10/10/2024,Present
A001045,E0015,03/12/2024,Present
A012042,E0188,2025-10-23,Present
A001558,E0022,2024-01-30,Present
A005010,E0070,2024-02-08,Present
A001488,E0021,2024-02-15,Excused
A006578,E0094,2024-09-18,Present
A010911,E0170,2026-06-02,Present
A014147,E0216,2026-05-13,Tardy
A011284,E0176,04/02/2026,Present
A002116,E0029,2024-05-28,Present
A005796,E0085,2024-10-21,Present
A013662,E0210,2026-07-28,Present
A014717,E0222,2026-07-27,Present
A010120,E0143,2025-05-15,Present
A005492,E0082,2024-09-05,Present
A010793,E0168,2026-05-19,Excused
A000619,E0009,2024-01-16,Present
A007950,E0112,2025-02-13,Present
A014310,E0218,2026-04-21,Tardy
A008659,E0122,2025-06-05,Present
A015036,E0226,2026-08-24,Present
A003397,E0046,2024-06-05,Present
A001601,E0023,2023-09-26,PRESENT
A014008,E0214,2026-07-16,present
A012213,E0190,02/17/2026,Present
A001616,E0023,2023-11-16,PRESENT
A001753,E0025,10/03/2023,Present
A008927,E0126,2025-05-01,Present
A002041,E0028,05/28/2024,Present
A002084,E0029,2024-02-01,Present
A009489,E0135,2024-11-07,Present
A000547,E0008,2024-01-25,Present
A006200,E0090,2024-09-09,Present
A011015,E0173,2025-09-09,Present
A009815,E0139,2025-03-25,Present
A011551,E0180,2026-01-20,Tardy
A005148,E0073,2024-04-25,Present
A011460,E0179,2025-10-23,PRESENT
A000676,E0010,10/31/2023,Present
A002546,E0035,2024-05-14,P
A004372,E0058,2024-03-05,Present
A012792,E0198,2026-05-28,Present
A004000,E0054,2024-02-21,present
A014604,E0221,2026-06-11,Present
A006015,E0087,2025-01-06,Present
A005097,E0072,2024-03-12,Present
A000176,E0003,2023-12-14,Present
A014645,E0221,2026-08-24,Present
A002209,E0031,2023-10-24,Present
A003610,E0049,2024-04-25,Present
A012027,E0187,2026-06-09,Present
A013299,E0205,2026-06-09,Present
A003788,E0051,2024-03-13,Present
A007477,E0104,06/10/2025,PRESENT
A011898,E0186,2025-10-23,PRESENT
A006459,E0092,2025-02-03,Present
A002226,E0031,2024-01-04,Present
A003050,E0042,2024-04-30,Present
A000297,E0004,2024-06-04,P
A001127,E0016,04/04/2024,Present
A008630,E0122,2025-02-18,Present
A014637,E0221,2026-08-10,Present
A011213,E0175,2026-04-07,Present
A002442,E0034,2024-01-30,Present
A013210,E0204,04/02/2026,Present
A008065,E0114,2024-12-03,Present
A001323,E0019,2023-12-19,Present
A001604,E0023,2023-10-05,Present
A004211,E0056,2024-05-16,Present
A014002,E0214,2026-07-07,Present
A013243,E0205,2025-10-28,Absent
A009665,E0137,2025-03-11,Present
A004066,E0055,2024-02-22,Present
A006905,E0097,2024-12-18,Present
A001295,E0018,2024-06-11,Present
A005008,E0069,2024-06-20,Absent
A006070,E0088,2024-10-10,Present
A006387,E0092,2024-09-10,Present
A014379,E0218,2026-08-19,Present
A010884,E0170,2026-02-19,Present
A007404,E0103,06/10/2025,Present
A004072,E0055,2024-03-05,Present
A001508,E0021,2024-04-30,Present
A008910,E0126,2025-02-25,Present
A001560,E0022,2024-02-06,P
A009129,E0129,2025-02-25,Present
A005578,E0083,2024-08-26,Present
A007208,E0101,2024-11-21,Present
A013352,E0206,2026-03-26,Present
A012513,E0195,2025-09-23,Present
A010035,E0142,2025-03-27,Present
A001837,E0026,2023-11-02,Present
A005612,E0083,10/23/2024,Present
A007640,E0107,2025-05-15,Present
A008560,E0121,10/01/2024,Present
A005336,E0078,2024-03-28,Present
A001355,E0019,2024-04-18,Present
A014801,E0223,07/20/2026,Present
A004142,E0056,2024-01-11,Present
A014897,E0225,2026-05-26,Present
A013512,E0208,2026-05-28,Present
A013572,E0209,2026-07-23,Present
A004845,E0065,2024-05-28,Present
A004724,E0062,2024-02-21,Present
A006261,E0090,2025-01-13,Absent
A013779,E0211,2026-09-16,Present
A006907,E0097,01/02/2025,Present
A003281,E0045,05/08/2024,Excused
A004033,E0054,2024-04-24,Absent
A006721,E0095,2025-01-02,Present
A001236,E0018,2023-10-31,Present
A008676,E0123,2024-10-29,Present
A012251,E0191,2025-09-30,Present
A010828,E0169,12/18/2025,tardy
A013709,E0211,2026-05-18,Present
A010357,E0147,2025-02-18,Present
A002252,E0031,04/04/2024,present
A001026,E0015,2024-01-04,Tardy
A011956,E0186,2026-06-11,Present
A013975,E0214,2026-05-20,Present
A006650,E0095,2024-08-13,Excused
A014659,E0221,09/16/2026,Present
A008338,E0118,09/19/2024,Present
A009927,E0141,2024-11-07,Present
A003398,E0046,2024-06-06,Present
A000314,E0005,10/26/2023,Present
A000637,E0009,2024-03-19,Present
A006150,E0089,2024-11-21,Present
A008792,E0124,2025-04-22,Present
A012843,E0199,2026-03-10,Present
A009816,E0139,2025-03-27,Present
A012745,E0198,2025-11-18,Present
A013400,E0207,2025-12-18,Present
A007792,E0110,01/02/2025,Present
A012618,E0196,2026-02-05,Absent
A001153,E0017,2023-10-03,Present
A002971,E0041,2024-04-11,Present
A011814,E0185,2025-09-11,Present
A002585,E0036,2024-01-04,Present
A008857,E0125,03/18/2025,Excused
A003886,E0052,2024-03-11,Late
A014774,E0223,2026-06-02,Absent
A011848,E0185,2026-01-29,present
A008823,E0125,2024-10-31,Present
A004772,E0063,2024-06-13,Present
A010558,E0162,2025-07-01,PRESENT
A010988,E0172,2025-09-11,Present
A006698,E0095,2024-11-05,Present
A007294,E0102,2025-01-23,Present
A009970,E0141,2025-05-01,Present
A011530,E0180,2025-10-16,Present
A012320,E0192,12/18/2025,Present
A012345,E0192,2026-03-31,Present
A007132,E0100,2024-11-12,Present
A006059,E0088,2024-09-23,Present
A001841,E0026,2023-11-16,Present
A013984,E0214,06/04/2026,Present
A001565,E0022,2024-02-22,Present
A003674,E0050,2024-02-19,Present
A008507,E0120,2024-12-17,Present
A013314,E0206,2025-10-23,Present
A004699,E0062,2024-01-09,Present
A004337,E0057,2024-07-02,Present
A003321,E0046,2024-01-18,Present
A005193,E0074,2024-05-16,Present
A002273,E0032,2023-11-09,Present
A014449,E0219,2026-07-20,Present
A006158,E0089,12/12/2024,Present
A004255,E0057,2024-02-05,Present
A004774,E0063,2024-06-20,Present
A006576,E0094,2024-09-16,Present
